date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
2013-05-30,Japan,0,2,Bulgaria,False,,,Kirin Challenge Cup,2013
2014-09-05,Japan,0,2,Uruguay,False,,,Kirin Challenge Cup,2014
2015-03-27,Japan,2,0,Tunisia,False,,,Kirin Challenge Cup,2015
2015-06-11,Japan,4,0,Iraq,False,,,Kirin Challenge Cup,2015
2016-11-11,Japan,4,0,Oman,False,,,Kirin Challenge Cup,2016
2017-06-07,Japan,1,1,Syria,False,,,Kirin Challenge Cup,2017
2017-10-06,Japan,2,1,New Zealand,False,,,Kirin Challenge Cup,2017
2017-10-10,Japan,3,3,Haiti,False,,,Kirin Challenge Cup,2017
2018-09-11,Japan,3,0,Costa Rica,False,,,Kirin Challenge Cup,2018
2018-10-12,Japan,3,0,Panama,False,,,Kirin Challenge Cup,2018
2018-10-16,Japan,4,3,Uruguay,False,,,Kirin Challenge Cup,2018
2018-11-16,Japan,1,1,Venezuela,False,,,Kirin Challenge Cup,2018
2018-11-20,Japan,4,0,Kyrgyzstan,False,,,Kirin Challenge Cup,2018
2019-03-22,Japan,0,1,Colombia,False,,,Kirin Challenge Cup,2019
2019-03-26,Japan,1,0,Bolivia,False,,,Kirin Challenge Cup,2019
2019-06-05,Japan,0,0,Trinidad and Tobago,False,,,Kirin Challenge Cup,2019
2019-06-09,Japan,2,0,El Salvador,False,,,Kirin Challenge Cup,2019
2019-09-05,Japan,2,0,Paraguay,False,,,Kirin Challenge Cup,2019
2019-11-19,Japan,1,4,Venezuela,False,,,Kirin Challenge Cup,2019
2021-06-11,Japan,1,0,Serbia,False,,,Kirin Challenge Cup,2021
2022-09-23,Japan,2,0,United States,True,,,Kirin Challenge Cup,2022
2022-09-27,Ecuador,0,0,Japan,True,,,Kirin Challenge Cup,2022
